ProgramId,CollegeId,ProgramName,CollegeName,City,Level,QsWorldRanking,UsNewsRanking
47367,409,Master of Education in Special Education,University of New Hampshire,Durham,Graduate,,
47368,409,Master of Science in Statistics,University of New Hampshire,Durham,Graduate,,
47369,409,Doctor of Philosophy in Statistics,University of New Hampshire,Durham,Doctoral,,
47370,409,Bachelor of Science in Accounting,University of New Hampshire,Durham,Undergraduate,,
47371,409,Minor in Accounting,University of New Hampshire,Durham,Undergraduate,,
47372,409,Bachelor of Science in Accounting and Finance,University of New Hampshire,Durham,Undergraduate,,
47373,409,Minor in Accounting and Financial Information,University of New Hampshire,Durham,Undergraduate,,
47374,409,Bachelor of Arts in American Sign Language & Deaf Studies,University of New Hampshire,Durham,Undergraduate,,
47375,409,Bachelor of Science in ASL/English Interpreting,University of New Hampshire,Durham,Associate,,
47376,409,Bachelor of Science in Analytics and Data Science,University of New Hampshire,Durham,Undergraduate,,
47377,409,Minor in Analytics,University of New Hampshire,Durham,Undergraduate,,
47378,409,Bachelor of Science in Applied Computing,University of New Hampshire,Durham,Undergraduate,,
47379,409,Bachelor of Science in Biological Sciences,University of New Hampshire,Durham,Undergraduate,,
47380,409,Bachelor of Science in Biotechnology,University of New Hampshire,Durham,Undergraduate,,
47381,409,Master of Science in Biotechnology: Industrial and Biomedical Sciences,University of New Hampshire,Durham,Associate,,
47382,409,Bachelor of Science in Business,University of New Hampshire,Durham,Undergraduate,,
47383,409,Associate in Science in Business Administration,University of New Hampshire,Durham,Associate,,
47384,409,Bachelor of Science in Business Administration,University of New Hampshire,Durham,Undergraduate,,
47385,409,Minor in Business Administration,University of New Hampshire,Durham,Undergraduate,,
47386,409,Bachelor of Arts in Communication Arts,University of New Hampshire,Durham,Undergraduate,,
47387,409,Bachelor of Science in Electrical Engineering Technology,University of New Hampshire,Durham,Undergraduate,,
47388,409,Bachelor of Arts in Analytical Economics,University of New Hampshire,Durham,Undergraduate,,
47389,409,Bachelor of Arts in Economics,University of New Hampshire,Durham,Undergraduate,,
47390,409,Dual Major in Economics,University of New Hampshire,Durham,Undergraduate,,
47391,409,Associate in Applied Science in Applied Animal Science,University of New Hampshire,Durham,Associate,,
47392,409,Associate in Applied Science in Forest Technology,University of New Hampshire,Durham,Associate,,
47393,409,Associate in Applied Science in Veterinary Technology,University of New Hampshire,Durham,Associate,,
47394,409,Accounting Minor,University of New Hampshire,Durham,Undergraduate,,
47395,409,Accounting and Finance Bachelor of Science,University of New Hampshire,Durham,Undergraduate,,
47396,409,Accounting and Financial Information Minor,University of New Hampshire,Durham,Undergraduate,,
47397,409,Addictions Studies Minor,University of New Hampshire,Durham,Undergraduate,,
47398,409,Adolescent and Youth Development Minor,University of New Hampshire,Durham,Undergraduate,,
47399,409,Adult Learning & Development Minor,University of New Hampshire,Durham,Undergraduate,,
47400,409,Africana Studies Minor,University of New Hampshire,Durham,Undergraduate,,
47401,409,Agribusiness Minor,University of New Hampshire,Durham,Undergraduate,,
47402,409,Agriculture and Food Systems Bachelor of Arts,University of New Hampshire,Durham,Undergraduate,,
47403,409,Agriculture and Food Systems Bachelor of Science,University of New Hampshire,Durham,Undergraduate,,
47404,409,Agriculture and Food Systems Minor,University of New Hampshire,Durham,Undergraduate,,
47405,409,Air Force Leadership Minor,University of New Hampshire,Durham,Undergraduate,,
47406,409,Allied Health Leadership Bachelor of Science,University of New Hampshire,Durham,Undergraduate,,
47407,409,American Sign Language and Deaf Studies Minor,University of New Hampshire,Durham,Undergraduate,,
47408,409,American Studies Minor,University of New Hampshire,Durham,Undergraduate,,
47409,409,Analytical Economics Bachelor of Science,University of New Hampshire,Durham,Undergraduate,,
47410,409,Analytics and Data Science: Analytics Option Bachelor of Science,University of New Hampshire,Durham,Undergraduate,,
47411,409,Analytics and Data Science: Data Science Option Bachelor of Science,University of New Hampshire,Durham,Undergraduate,,
47412,409,Analytics Bachelor of Science,University of New Hampshire,Durham,Undergraduate,,
47413,409,Analytics Minor,University of New Hampshire,Durham,Undergraduate,,
47414,409,Animal Behavior Minor,University of New Hampshire,Durham,Undergraduate,,
47415,409,Animal Science Bachelor of Science,University of New Hampshire,Durham,Undergraduate,,
47416,409,"Animal Science: Dairy Management Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47417,409,"Animal Science: Equine Studies Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47418,409,"Animal Science, Minor",University of New Hampshire,Durham,Undergraduate,,
47419,409,"Anthropology, Bachelor of Arts",University of New Hampshire,Durham,Undergraduate,,
47420,409,"Anthropology, Minor",University of New Hampshire,Durham,Undergraduate,,
47421,409,"Applications of Acoustics, Minor",University of New Hampshire,Durham,Undergraduate,,
47422,409,"Applied Animal Science, Associate of Applied Science",University of New Hampshire,Durham,Undergraduate,,
47423,409,"Applied Computing, Minor",University of New Hampshire,Durham,Undergraduate,,
47424,409,"Applied Human Anatomy and Physiology, Minor",University of New Hampshire,Durham,Undergraduate,,
47425,409,"Applied Mathematics, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47426,409,"Applied Mathematics: Computation Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47427,409,"Applied Mathematics: Economics Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47428,409,"Applied Mathematics, Minor",University of New Hampshire,Durham,Undergraduate,,
47429,409,"Applied Psychology, Minor",University of New Hampshire,Durham,Undergraduate,,
47430,409,"Applied Psychology: Addictions Studies Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47431,409,"Applied Psychology: Applied Behavior Analysis Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47432,409,"Applied Psychology: Counseling Foundations Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47433,409,"Applied Psychology: Court Advocacy Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47434,409,"Applied Psychology: Education Advocacy Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47435,409,"Applied Psychology: Emergency Management Strategy and Planning Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47436,409,"Applied Psychology: Family Studies Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47437,409,"Applied Psychology: Human Services Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47438,409,"Applied Psychology: Organizational Psychology Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47439,409,"Applied Psychology: Wellness and Prevention Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47440,409,"Applied Studies: Education and Training Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47441,409,"Applied Studies: Management Option, Bachelor of Science",University of New Hampshire,Durham,Undergraduate,,
47442,410,Master of Science in Biology,The University of Louisiana at Monroe,Monroe,Graduate,,
47443,410,Master of Business Administration,The University of Louisiana at Monroe,Monroe,Graduate,,
47444,410,Master of Arts in Communication,The University of Louisiana at Monroe,Monroe,Graduate,,
47445,410,Master of Science in Counseling,The University of Louisiana at Monroe,Monroe,Graduate,,
47446,410,Master of Science in Criminal Justice,The University of Louisiana at Monroe,Monroe,Graduate,,
47447,410,Master of Arts in Curriculum and Instruction,The University of Louisiana at Monroe,Monroe,Graduate,,
47448,410,Master of Arts in Educational Leadership,The University of Louisiana at Monroe,Monroe,Graduate,,
47449,410,Master of Science in Educational Technology Leadership,The University of Louisiana at Monroe,Monroe,Graduate,,
47450,410,Master of Arts in English,The University of Louisiana at Monroe,Monroe,Graduate,,
47451,410,Master of Science in Exercise Science,The University of Louisiana at Monroe,Monroe,Graduate,,
47452,410,Master of Science in Gerontology,The University of Louisiana at Monroe,Monroe,Graduate,,
47453,410,Master of Arts in History,The University of Louisiana at Monroe,Monroe,Graduate,,
47454,410,Master of Science in Marriage and Family Therapy,The University of Louisiana at Monroe,Monroe,Graduate,,
47455,410,Master of Science in Nursing,The University of Louisiana at Monroe,Monroe,Graduate,,
47456,410,Master of Science in Occupational Therapy,The University of Louisiana at Monroe,Monroe,Graduate,,
47457,410,Doctor of Pharmacy,The University of Louisiana at Monroe,Monroe,Doctoral,,
47458,410,Master of Science in Psychology,The University of Louisiana at Monroe,Monroe,Graduate,,
47459,410,Master of Public Administration,The University of Louisiana at Monroe,Monroe,Graduate,,
47460,410,Master of Science in Speech-Language Pathology,The University of Louisiana at Monroe,Monroe,Graduate,,
47461,410,Master of Arts in Teaching,The University of Louisiana at Monroe,Monroe,Graduate,,
47462,410,Doctor of Education in Curriculum and Instruction,The University of Louisiana at Monroe,Monroe,Doctoral,,
47463,410,Doctor of Philosophy in Marriage and Family Therapy,The University of Louisiana at Monroe,Monroe,Doctoral,,
47464,410,Doctor of Philosophy in Pharmacy,The University of Louisiana at Monroe,Monroe,Doctoral,,
47465,410,Master of Arts in Criminal Justice,The University of Louisiana at Monroe,Monroe,Graduate,,
47466,410,Master of Arts in Gerontology,The University of Louisiana at Monroe,Monroe,Graduate,,
47467,410,Master of Arts in Marriage and Family Therapy,The University of Louisiana at Monroe,Monroe,Graduate,,
47468,410,Master of Education in Curriculum and Instruction,The University of Louisiana at Monroe,Monroe,Graduate,,
47469,410,Master of Education in Educational Leadership,The University of Louisiana at Monroe,Monroe,Graduate,,
47470,410,Master of Education in Educational Technology Leadership,The University of Louisiana at Monroe,Monroe,Graduate,,
47471,410,Master of Occupational Therapy,The University of Louisiana at Monroe,Monroe,Graduate,,
47472,411,Master of Arts in Aesthetics and Politics,California Institute of the Arts,Valencia,Graduate,,
47473,411,Master of Fine Arts in Composition and Experimental Sound Practices,California Institute of the Arts,Valencia,Graduate,,
47474,411,Master of Fine Arts in Interactive Media for Performance,California Institute of the Arts,Valencia,Graduate,,
47475,411,Doctor of Musical Arts in Performer-Composer,California Institute of the Arts,Valencia,Doctoral,,
47476,411,Master of Fine Arts in Acting,California Institute of the Arts,Valencia,Graduate,,
47477,411,Master of Fine Arts in Art,California Institute of the Arts,Valencia,Graduate,,
47478,411,Master of Fine Arts in Art and Technology,California Institute of the Arts,Valencia,Graduate,,
47479,411,Master of Fine Arts in Choreography,California Institute of the Arts,Valencia,Graduate,,
47480,411,Master of Fine Arts in Composition and Experimental Sound Practices,California Institute of the Arts,Valencia,Graduate,,
47481,411,Master of Fine Arts in Creative Writing,California Institute of the Arts,Valencia,Graduate,,
47482,411,Master of Fine Arts in Directing,California Institute of the Arts,Valencia,Graduate,,
47483,411,Master of Fine Arts in Experience Design and Production,California Institute of the Arts,Valencia,Graduate,,
47484,411,Master of Fine Arts in Experimental Animation,California Institute of the Arts,Valencia,Graduate,,
47485,411,Master of Fine Arts in Film Directing,California Institute of the Arts,Valencia,Graduate,,
47486,411,Master of Fine Arts in Graphic Design,California Institute of the Arts,Valencia,Graduate,,
47487,411,Master of Fine Arts in Instrumental Arts,California Institute of the Arts,Valencia,Graduate,,
47488,411,Master of Fine Arts in Jazz,California Institute of the Arts,Valencia,Graduate,,
47489,411,Master of Fine Arts in Music Technology,California Institute of the Arts,Valencia,Graduate,,
47490,411,Doctor of Musical Arts in Performer-Composer,California Institute of the Arts,Valencia,Doctoral,,
47491,411,Master of Fine Arts in Performer-Composer,California Institute of the Arts,Valencia,Graduate,,
47492,411,Master of Fine Arts in Photography and Media,California Institute of the Arts,Valencia,Graduate,,
47493,411,Master of Fine Arts in Producing,California Institute of the Arts,Valencia,Graduate,,
47494,411,Master of Fine Arts in Scene Design,California Institute of the Arts,Valencia,Graduate,,
47495,411,Master of Fine Arts in Sound Design,California Institute of the Arts,Valencia,Graduate,,
47496,411,Master of Fine Arts in Stage Management,California Institute of the Arts,Valencia,Graduate,,
47497,411,Master of Fine Arts in Technical Direction,California Institute of the Arts,Valencia,Graduate,,
47498,411,Master of Fine Arts in VoiceArts,California Institute of the Arts,Valencia,Graduate,,
47499,411,Master of Fine Arts in World Music,California Institute of the Arts,Valencia,Graduate,,
47500,411,Bachelor of Fine Arts in Art,California Institute of the Arts,Valencia,Undergraduate,,
47501,411,Bachelor of Fine Arts in Graphic Design,California Institute of the Arts,Valencia,Undergraduate,,
47502,411,Bachelor of Fine Arts in Photography and Media,California Institute of the Arts,Valencia,Undergraduate,,
47503,411,Bachelor of Fine Arts in Art and Technology,California Institute of the Arts,Valencia,Undergraduate,,
47504,411,Bachelor of Fine Arts in Creative Writing,California Institute of the Arts,Valencia,Undergraduate,,
47505,411,Bachelor of Fine Arts in Dance,California Institute of the Arts,Valencia,Undergraduate,,
47506,411,Bachelor of Fine Arts in Film and Video,California Institute of the Arts,Valencia,Undergraduate,,
47507,411,Bachelor of Fine Arts in Experimental Animation,California Institute of the Arts,Valencia,Undergraduate,,
47508,411,Bachelor of Fine Arts in Character Animation,California Institute of the Arts,Valencia,Undergraduate,,
47509,411,Bachelor of Fine Arts in Composition and Experimental Sound Practices,California Institute of the Arts,Valencia,Undergraduate,,
47510,411,Bachelor of Fine Arts in Performer-Composer,California Institute of the Arts,Valencia,Undergraduate,,
47511,411,Bachelor of Fine Arts in Musical Arts,California Institute of the Arts,Valencia,Undergraduate,,
47512,411,Bachelor of Fine Arts in Jazz,California Institute of the Arts,Valencia,Undergraduate,,
47513,411,Bachelor of Fine Arts in Music Technology,California Institute of the Arts,Valencia,Undergraduate,,
47514,411,Bachelor of Fine Arts in Acting,California Institute of the Arts,Valencia,Undergraduate,,
47515,411,Bachelor of Fine Arts in Experience Design and Production,California Institute of the Arts,Valencia,Undergraduate,,
47516,411,Bachelor of Fine Arts in Costume Design,California Institute of the Arts,Valencia,Undergraduate,,
47517,411,Bachelor of Fine Arts in Lighting Design,California Institute of the Arts,Valencia,Undergraduate,,
47518,411,Bachelor of Fine Arts in Scene Design,California Institute of the Arts,Valencia,Undergraduate,,
47519,411,Bachelor of Fine Arts in Sound Design,California Institute of the Arts,Valencia,Undergraduate,,
47520,411,Bachelor of Fine Arts in Technical Direction,California Institute of the Arts,Valencia,Undergraduate,,
47521,411,Minor in Digital Arts,California Institute of the Arts,Valencia,Undergraduate,,
47522,411,Minor in Creative Writing,California Institute of the Arts,Valencia,Undergraduate,,
47523,412,Doctor of Philosophy in Counselor Education and Supervision,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47524,412,Doctor of Education in Educational Leadership,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47525,412,Doctor of Philosophy in School Psychology,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47526,412,Doctor of Psychology in School Psychology,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47527,412,Doctor of Philosophy in Clinical Psychology,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47528,412,Doctor of Philosophy in English,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47529,412,Doctor of Philosophy in Rhetoric,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47530,412,Doctor of Philosophy in Biological Sciences,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47531,412,Doctor of Philosophy in Chemistry and Biochemistry,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47532,412,Doctor of Philosophy in Medicinal Chemistry,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47533,412,Doctor of Philosophy in Pharmaceutics,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47534,412,Doctor of Philosophy in Pharmacology,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47535,412,Doctor of Philosophy in Health Sciences,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47536,412,Doctor of Philosophy in Rehabilitation Science,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47537,412,Doctor of Philosophy in Healthcare Ethics,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47538,412,Doctor of Health Care Ethics in Healthcare Ethics,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47539,412,Doctor of Philosophy in Catholic Healthcare Ethics,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47540,412,Doctor of Health Care Ethics in Catholic Healthcare Ethics,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47541,412,Doctor of Philosophy in Nursing Ethics,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47542,412,Doctor of Occupational Therapy,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47543,412,Doctor of Physical Therapy,Duquesne University of the Holy Spirit,Pittsburgh,Doctoral,,
47544,412,Master of Science in Education in Applied Behavior Analysis,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47545,412,Master of Science in Education in Child Psychology,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47546,412,Master of Science in Clinical Mental Health Counseling,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47547,412,"Master of Science in Education in Education Administration, K-12",Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47548,412,Master of Science in Educational Leadership,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47549,412,"Master of Science in Marriage, Couple and Family Counseling",Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47550,412,Master of Science in Education in Reading and Literacy Education,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47551,412,Master of Science in Education in School Counseling,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47552,412,Master of Science in Education in School Supervision,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47553,412,"Master of Science in Education in Special Education - Cognitive, Behavior, Physical/Health Disabilities (CBP/HD)",Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47554,412,Master of Science in Biotechnology,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47555,412,Master of Science in Biomedical Engineering,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47556,412,Master of Science in Chemistry,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47557,412,Master of Science in Computer Science,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47558,412,Master of Science in Environmental Science and Management,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47559,412,Master of Arts in Catholic Healthcare Ethics,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47560,412,Master of Arts in Healthcare Ethics,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47561,412,"Master of Arts in Teaching in Early Childhood Education, PreK-4",Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47562,412,Master of Science in Athletic Training,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47563,412,Master of Health Administration,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47564,412,Master of Science in Occupational Therapy,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47565,412,Master of Science in Supply Chain Management,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47566,412,"Master of Arts in Teaching in Secondary Education, 7-12",Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47567,412,Master of Science in Accountancy,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47568,412,Master of Science in Analytics & Information Management,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47569,412,Master of Science in Entrepreneurial Leadership,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47570,412,Master of Science in Finance,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47571,412,Artist Diploma,Duquesne University of the Holy Spirit,Pittsburgh,Graduate,,
47572,412,Bachelor of Science in Business Administration in Accounting,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47573,412,Bachelor of Arts in Art History,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47574,412,Bachelor of Science in Biochemistry,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47575,412,Bachelor of Arts in Biological Sciences,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47576,412,Bachelor of Science in Biological Sciences,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47577,412,Bachelor of Science in Biomedical Engineering,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47578,412,Bachelor of Arts in Chemistry,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47579,412,Bachelor of Science in Chemistry,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47580,412,Bachelor of Arts in Classical Civilization,Duquesne University of the Holy Spirit,Pittsburgh,Associate,,
47581,412,Bachelor of Arts in Communication Studies,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47582,412,Bachelor of Science in Computer Science,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47583,412,Bachelor of Arts in Corporate Communication,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47584,412,Bachelor of Arts in Criminology,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47585,412,Bachelor of Arts in Digital Media Arts,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47586,412,Bachelor of Science in Early Childhood Education,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47587,412,Bachelor of Science in Business Administration in Economics,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47588,412,Bachelor of Arts in English,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47589,412,Bachelor of Science in Environmental Chemistry,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47590,412,Bachelor of Science in Environmental Science,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47591,412,Bachelor of Science in Business Administration in Finance,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47592,412,Bachelor of Arts in History,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47593,412,Bachelor of Science in Health Administration,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47594,412,Bachelor of Science in Health Sciences,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47595,412,Bachelor of Science in Business Administration in Information Systems Management,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47596,412,Bachelor of Arts in Integrated Marketing Communication,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47597,412,Bachelor of Arts in International Relations,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47598,412,Bachelor of Arts in Journalism,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47599,412,Bachelor of Arts in Legal Studies,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47600,412,Bachelor of Science in Business Administration in Management,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47601,412,Bachelor of Science in Business Administration in Marketing,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47602,412,Bachelor of Arts in Mathematics,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47603,412,Bachelor of Science in Mathematics,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47604,412,Bachelor of Arts in Multiplatform Journalism,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47605,412,Bachelor of Music in Music Education,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47606,412,Bachelor of Music in Music Performance,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47607,412,Bachelor of Science in Music Therapy,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47608,412,Bachelor of Science in Nursing,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47609,412,Bachelor of Arts in Philosophy,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47610,412,Bachelor of Arts in Physics,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47611,412,Bachelor of Science in Physics,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47612,412,Bachelor of Arts in Political Science,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47613,412,Bachelor of Arts in Psychology,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47614,412,Bachelor of Science in Psychology,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47615,412,Bachelor of Arts in Public Relations and Advertising,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47616,412,Bachelor of Arts in Sociology,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47617,412,Bachelor of Science in Secondary Education,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47618,412,Bachelor of Science in Business Administration in Sport Marketing,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47619,412,Bachelor of Science in Business Administration in Supply Chain Management,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47620,412,Bachelor of Arts in Theatre Arts,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47621,412,Bachelor of Arts in Theology,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47622,412,Associate of Science in Health Sciences,Duquesne University of the Holy Spirit,Pittsburgh,Associate,,
47623,412,Minor in Accounting,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47624,412,Minor in African Studies,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47625,412,Minor in Art History,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47626,412,Minor in Biochemistry,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47627,412,Minor in Biological Sciences,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47628,412,Minor in Business,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47629,412,Minor in Catholic Studies,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47630,412,Minor in Chemistry,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47631,412,Minor in Communication Studies,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47632,412,Minor in Computer Science,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47633,412,Minor in Criminology,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47634,412,Minor in Dance,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47635,412,Minor in Digital Media Arts,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47636,412,Minor in Economics,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47637,412,Minor in English,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47638,412,Minor in Entrepreneurship,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47639,412,Minor in Film Studies,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47640,412,Minor in Forensic Science and Law,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47641,412,Minor in German,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47642,412,Minor in History,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47643,412,Minor in International Relations,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47644,412,Minor in Italian,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47645,412,Minor in Journalism,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47646,412,Minor in Legal Studies,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47647,412,Minor in Marketing,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47648,412,Minor in Mathematics,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47649,412,Minor in Medieval and Renaissance Studies,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47650,412,Minor in Music,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47651,412,Minor in Philosophy,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
47652,412,Minor in Physics,Duquesne University of the Holy Spirit,Pittsburgh,Undergraduate,,
