ProgramId,CollegeId,ProgramName,CollegeName,City,Level,QsWorldRanking,UsNewsRanking
46512,401,Master of Science in Computer Science,University of Maine,Orono,Graduate,,
46513,401,"Master of Science in Curriculum, Assessment and Instruction",University of Maine,Orono,Graduate,,
46514,401,Master of Science in Data Science and Engineering,University of Maine,Orono,Graduate,,
46515,401,Master of Science in Earth and Climate Sciences,University of Maine,Orono,Graduate,,
46516,401,Master of Science in Ecology and Environmental Sciences,University of Maine,Orono,Graduate,,
46517,401,Master of Science in Economics,University of Maine,Orono,Graduate,,
46518,401,Master of Arts in Education,University of Maine,Orono,Graduate,,
46519,401,Master of Arts in Educational Leadership,University of Maine,Orono,Graduate,,
46520,401,Master of Science in Electrical and Computer Engineering,University of Maine,Orono,Graduate,,
46521,401,Master of Science in Electrical Engineering,University of Maine,Orono,Graduate,,
46522,401,Master of Science in Electrical Engineering Technology,University of Maine,Orono,Graduate,,
46523,401,Master of Science in Engineering and Business,University of Maine,Orono,Graduate,,
46524,401,Master of Science in Engineering Applications for Artificial Intelligence,University of Maine,Orono,Graduate,,
46525,401,Master of Science in Engineering Physics,University of Maine,Orono,Graduate,,
46526,401,Master of Science in Engineering Technology,University of Maine,Orono,Graduate,,
46527,401,Master of Arts in English,University of Maine,Orono,Graduate,,
46528,401,Master of Science in Entomology,University of Maine,Orono,Graduate,,
46529,401,Master of Science in Financial Economics,University of Maine,Orono,Graduate,,
46530,401,Master of Science in Food and Nutrition Sciences,University of Maine,Orono,Graduate,,
46531,401,Master of Science in Food Science and Human Nutrition,University of Maine,Orono,Graduate,,
46532,401,Master of Science in Forest Resources,University of Maine,Orono,Graduate,,
46533,401,Master of Arts in Global Policy,University of Maine,Orono,Graduate,,
46534,401,Master of Arts in Higher Education,University of Maine,Orono,Graduate,,
46535,401,Master of Arts in History,University of Maine,Orono,Graduate,,
46536,401,Master of Science in Horticulture,University of Maine,Orono,Graduate,,
46537,401,Master of Arts in Human Development,University of Maine,Orono,Graduate,,
46538,401,Master of Arts in Individually Designed Education,University of Maine,Orono,Graduate,,
46539,401,Information Systems,University of Maine,Orono,Graduate,,
46540,401,Instructional Technology,University of Maine,Orono,Graduate,,
46541,401,Interdisciplinary Climate Studies,University of Maine,Orono,Graduate,,
46542,401,Interdisciplinary Program,University of Maine,Orono,Graduate,,
46543,401,Interdisciplinary Studies,University of Maine,Orono,Graduate,,
46544,401,Intermedia (Studio),University of Maine,Orono,Graduate,,
46545,401,Kinesiology and Physical Education,University of Maine,Orono,Graduate,,
46546,401,Literacy Education,University of Maine,Orono,Graduate,,
46547,401,Marine Biology,University of Maine,Orono,Graduate,,
46548,401,Marine Policy,University of Maine,Orono,Graduate,,
46549,401,Marine Sciences,University of Maine,Orono,Graduate,,
46550,401,Materials Science and Engineering,University of Maine,Orono,Graduate,,
46551,401,Mathematics,University of Maine,Orono,Graduate,,
46552,401,Mechanical Engineering,University of Maine,Orono,Graduate,,
46553,401,Microbiology,University of Maine,Orono,Graduate,,
46554,401,Master of Science in Multilingual Special Education,University of Maine,Orono,Graduate,,
46555,401,Master of Arts in Music,University of Maine,Orono,Graduate,,
46556,401,Master of Science in Nursing in Nursing Leadership,University of Maine,Orono,Graduate,,
46557,401,Master of Science in Oceanography,University of Maine,Orono,Graduate,,
46558,401,Master of Science in Physics,University of Maine,Orono,Graduate,,
46559,401,"Master of Science in Plant, Soil, and Environmental Sciences",University of Maine,Orono,Graduate,,
46560,401,Master of Science in Psychology,University of Maine,Orono,Graduate,,
46561,401,Master of Science in Quaternary and Climate Studies,University of Maine,Orono,Graduate,,
46562,401,Master of Science in Resource Economics and Policy,University of Maine,Orono,Graduate,,
46563,401,Master of Social Work,University of Maine,Orono,Graduate,,
46564,401,Master of Science in Spatial Informatics,University of Maine,Orono,Graduate,,
46565,401,Master of Science in Spatial Information Science and Engineering,University of Maine,Orono,Graduate,,
46566,401,Master of Science in Special Education,University of Maine,Orono,Graduate,,
46567,401,Master of Science in Structures and Engineering Mechanics,University of Maine,Orono,Graduate,,
46568,401,Master of Science in Student Development in Higher Education,University of Maine,Orono,Graduate,,
46569,401,Master of Science in Surveying Engineering,University of Maine,Orono,Graduate,,
46570,401,Master of Arts in Teaching,University of Maine,Orono,Graduate,,
46571,401,"Master of Science in Wildlife, Fisheries, and Conservation Biology",University of Maine,Orono,Graduate,,
46572,401,Master of Science in Wireless Engineering,University of Maine,Orono,Graduate,,
46573,401,Accounting Minor,University of Maine,Orono,Undergraduate,,
46574,401,Actuarial Studies Minor,University of Maine,Orono,Undergraduate,,
46575,401,Aerospace Engineering,University of Maine,Orono,Undergraduate,,
46576,401,Animal and Veterinary Sciences,University of Maine,Orono,Undergraduate,,
46577,401,Animal and Veterinary Sciences Minor,University of Maine,Orono,Undergraduate,,
46578,401,Anthropology Minor,University of Maine,Orono,Undergraduate,,
46579,401,Applied Chemistry Minor (Machias),University of Maine,Orono,Associate,,
46580,401,Aquaculture Minor,University of Maine,Orono,Undergraduate,,
46581,401,Archaeology Minor,University of Maine,Orono,Undergraduate,,
46582,401,Art History Minor,University of Maine,Orono,Undergraduate,,
46583,401,Astronomy Minor,University of Maine,Orono,Associate,,
46584,401,Biochemistry,University of Maine,Orono,Undergraduate,,
46585,401,Bioinstrumentation Minor,University of Maine,Orono,Undergraduate,,
46586,401,Biology,University of Maine,Orono,Undergraduate,,
46587,401,Biology Minor,University of Maine,Orono,Undergraduate,,
46588,401,Biomedical Engineering,University of Maine,Orono,Undergraduate,,
46589,401,Biomedical Engineering Minor,University of Maine,Orono,Undergraduate,,
46590,401,Book Arts,University of Maine,Orono,Undergraduate,,
46591,401,Botany,University of Maine,Orono,Undergraduate,,
46592,401,Botany (Minor),University of Maine,Orono,Undergraduate,,
46593,401,Business Administration (Minor),University of Maine,Orono,Undergraduate,,
46594,401,Accounting,University of Maine,Orono,Undergraduate,,
46595,401,Marketing,University of Maine,Orono,Undergraduate,,
46596,401,Business Fundamentals Certificate,University of Maine,Orono,Undergraduate-Certificate,,
46597,401,Canadian Studies (Minor),University of Maine,Orono,Undergraduate,,
46598,401,Chemical Engineering,University of Maine,Orono,Undergraduate,,
46599,401,Chemistry (Minor),University of Maine,Orono,Undergraduate,,
46600,401,Child Development and Family Relations,University of Maine,Orono,Undergraduate,,
46601,401,Child Development and Family Relations (Minor),University of Maine,Orono,Undergraduate,,
46602,401,Civil and Environmental Engineering,University of Maine,Orono,Undergraduate,,
46603,401,Classical Studies (Minor),University of Maine,Orono,Associate,,
46604,401,Climate Sciences (Minor),University of Maine,Orono,Undergraduate,,
46605,401,Coaching (Minor),University of Maine,Orono,Undergraduate,,
46606,401,College Studies,University of Maine,Orono,Undergraduate,,
46607,401,Zoology (Minor),University of Maine,Orono,Undergraduate,,
46608,401,Communication Sciences and Disorders,University of Maine,Orono,Undergraduate,,
46609,401,Communication Sciences and Disorders Minor,University of Maine,Orono,Undergraduate,,
46610,401,Computer Engineering,University of Maine,Orono,Undergraduate,,
46611,401,Computer Engineering Minor,University of Maine,Orono,Undergraduate,,
46612,401,Computer Science Minor,University of Maine,Orono,Undergraduate,,
46613,401,Computer Science and Business,University of Maine,Orono,Undergraduate,,
46614,401,Constitution and American Law Minor,University of Maine,Orono,Undergraduate,,
46615,401,Construction Engineering Technology,University of Maine,Orono,Undergraduate,,
46616,401,Construction Engineering Technology Minor,University of Maine,Orono,Undergraduate,,
46617,401,Creative Arts Minor,University of Maine,Orono,Undergraduate,,
46618,401,Creative Writing Minor,University of Maine,Orono,Undergraduate,,
46619,401,Criminal Justice Minor,University of Maine,Orono,Undergraduate,,
46620,401,Sustainability Minor,University of Maine,Orono,Undergraduate,,
46621,401,Sustainable Agriculture,University of Maine,Orono,Undergraduate,,
46622,401,Sustainable Agriculture Minor,University of Maine,Orono,Undergraduate,,
46623,401,Sustainable Food Systems,University of Maine,Orono,Undergraduate,,
46624,401,Sustainable Food Systems Minor,University of Maine,Orono,Undergraduate,,
46625,401,Sustainable Materials and Technology,University of Maine,Orono,Undergraduate,,
46626,401,Technical and Professional Communication Minor,University of Maine,Orono,Undergraduate,,
46627,401,Theatre Minor,University of Maine,Orono,Undergraduate,,
46628,401,University Studies,University of Maine,Orono,Undergraduate,,
46629,401,Wilderness Therapy (Minor),University of Maine,Orono,Undergraduate,,
46630,401,Wildlife Ecology,University of Maine,Orono,Undergraduate,,
46631,401,"Women's, Gender, and Sexuality Studies (Minor)",University of Maine,Orono,Undergraduate,,
46632,401,Zoology,University of Maine,Orono,Undergraduate,,
46633,401,Social Work,University of Maine,Orono,Undergraduate,,
46634,401,Sociology (Minor),University of Maine,Orono,Undergraduate,,
46635,401,Soil Science (Minor),University of Maine,Orono,Undergraduate,,
46636,401,Spanish,University of Maine,Orono,Undergraduate,,
46637,401,Spanish (Minor),University of Maine,Orono,Undergraduate,,
46638,401,Sports Communication (Minor),University of Maine,Orono,Undergraduate,,
46639,401,Statistics (Minor),University of Maine,Orono,Undergraduate,,
46640,401,Studio Art (Minor),University of Maine,Orono,Undergraduate,,
46641,401,Surveying Engineering Technology (Bachelor of Science),University of Maine,Orono,Undergraduate,,
46642,401,Surveying Engineering Technology (Minor),University of Maine,Orono,Undergraduate,,
46643,401,Dance (Minor),University of Maine,Orono,Undergraduate,,
46644,401,Earth and Climate Sciences,University of Maine,Orono,Undergraduate,,
46645,401,Earth Sciences (Minor),University of Maine,Orono,Undergraduate,,
46646,401,Ecology and Environmental Sciences,University of Maine,Orono,Undergraduate,,
46647,401,Ecology and Environmental Sciences Minor,University of Maine,Orono,Undergraduate,,
46648,401,Economics,University of Maine,Orono,Undergraduate,,
46649,401,Economics Minor,University of Maine,Orono,Undergraduate,,
46650,401,Educational Studies Minor,University of Maine,Orono,Undergraduate,,
46651,401,Electrical Engineering,University of Maine,Orono,Undergraduate,,
46652,401,Electrical Engineering Minor,University of Maine,Orono,Undergraduate,,
46653,401,Electrical Engineering Technology,University of Maine,Orono,Undergraduate,,
46654,401,Electrical Engineering Technology Minor,University of Maine,Orono,Undergraduate,,
46655,401,Elementary Education,University of Maine,Orono,Undergraduate,,
46656,401,Engineering Applications of Artificial Intelligence Minor,University of Maine,Orono,Undergraduate,,
46657,401,Engineering Entrepreneurial Minor,University of Maine,Orono,Undergraduate,,
46658,401,Engineering Leadership and Management Minor,University of Maine,Orono,Undergraduate,,
46659,401,Pre-Medical Studies Minor,University of Maine,Orono,Undergraduate,,
46660,401,Process Engineering Minor,University of Maine,Orono,Undergraduate,,
46661,401,Professional Languages Minor,University of Maine,Orono,Undergraduate,,
46662,401,Professional Skills for the Liberal Arts Minor,University of Maine,Orono,Undergraduate,,
46663,401,Psychology Minor,University of Maine,Orono,Undergraduate,,
46664,401,Quantitative Methods Minor,University of Maine,Orono,Undergraduate,,
46665,401,Religious Studies Minor,University of Maine,Orono,Undergraduate,,
46666,401,Renewable Energy Economics and Policy Minor,University of Maine,Orono,Undergraduate,,
46667,401,Renewable Energy Engineering Minor,University of Maine,Orono,Undergraduate,,
46668,401,Renewable Energy Science and Technology Minor,University of Maine,Orono,Undergraduate,,
46669,401,Resource and Agribusiness Management Minor,University of Maine,Orono,Undergraduate,,
46670,401,Robotics Minor,University of Maine,Orono,Undergraduate,,
46671,401,Secondary Education,University of Maine,Orono,Undergraduate,,
46672,401,Secondary Education Licensure Minor,University of Maine,Orono,Undergraduate,,
46673,401,Social Studies Minor,University of Maine,Orono,Undergraduate,,
46674,401,Outdoor Recreation Minor,University of Maine,Orono,Undergraduate,,
46675,401,"Parks, Recreation and Tourism",University of Maine,Orono,Undergraduate,,
46676,401,"Parks, Recreation and Tourism Minor",University of Maine,Orono,Undergraduate,,
46677,401,Philosophy Minor,University of Maine,Orono,Undergraduate,,
46678,401,Physics Minor,University of Maine,Orono,Undergraduate,,
46679,401,Bachelor of Arts in Political Science,University of Maine,Orono,Undergraduate,,
46680,401,Political Science Minor,University of Maine,Orono,Undergraduate,,
46681,401,Political Theory Minor,University of Maine,Orono,Undergraduate,,
46682,401,Power Minor,University of Maine,Orono,Undergraduate,,
46683,402,Graduate Certificate in Business Analytics,Park University,Parkville,Graduate-Certificate,,
46684,402,Master of Arts in Communication and Leadership,Park University,Parkville,Graduate,,
46685,402,Graduate Certificate in Criminal Justice Administration,Park University,Parkville,Graduate-Certificate,,
46686,402,Graduate Certificate in Disaster and Emergency Management,Park University,Parkville,Graduate-Certificate,,
46687,402,Master of Education in Educational Leadership and Principalship,Park University,Parkville,Graduate,,
46688,402,Educational Specialist in Educational Administration,Park University,Parkville,Graduate,,
46689,402,Graduate Certificate in Health Services Management and Leadership,Park University,Parkville,Graduate-Certificate,,
46690,402,Master of Healthcare Administration,Park University,Parkville,Graduate,,
46691,402,Graduate Certificate in Human Resource Management,Park University,Parkville,Graduate-Certificate,,
46692,402,Master of Science in Information Systems and Business Analytics,Park University,Parkville,Graduate,,
46693,402,Master of Education in Instructional Leadership,Park University,Parkville,Graduate,,
46694,402,Graduate Certificate in Local Economic Development,Park University,Parkville,Graduate-Certificate,,
46695,402,Graduate Certificate in Long Term Care Administration,Park University,Parkville,Graduate-Certificate,,
46696,402,Graduate Certificate in Machine Learning in Business,Park University,Parkville,Graduate-Certificate,,
46697,402,Graduate Certificate in Management Information Systems,Park University,Parkville,Graduate-Certificate,,
46698,402,Master of Business Administration,Park University,Parkville,Graduate,,
46699,402,Master of Music in Music Performance,Park University,Parkville,Graduate,,
46700,402,Artist Diploma in Music Performance,Park University,Parkville,Graduate,,
46701,402,Graduate Artist Diploma in Music Performance,Park University,Parkville,Graduate,,
46702,402,Graduate Certificate in Nonprofit Leadership,Park University,Parkville,Graduate-Certificate,,
46703,402,Master of Education in Organizational Leadership & Adult Learning,Park University,Parkville,Graduate,,
46704,402,Graduate Certificate in Project Management,Park University,Parkville,Graduate-Certificate,,
46705,402,Master of Public Administration,Park University,Parkville,Graduate,,
46706,402,Graduate Certificate in Public Policy,Park University,Parkville,Graduate-Certificate,,
46707,402,Graduate Certificate in Public Service Leadership,Park University,Parkville,Graduate-Certificate,,
46708,402,"Accounting, Associate of Science",Park University,Parkville,Associate,,
46709,402,"Accounting, Bachelor of Science in Business Administration",Park University,Parkville,Undergraduate,,
46710,402,"Actuarial Science, Bachelor of Science",Park University,Parkville,Undergraduate,,
46711,402,"Applied Social Sciences, Bachelor of Science",Park University,Parkville,Undergraduate,,
46712,402,"Biology, Bachelor of Arts",Park University,Parkville,Undergraduate,,
46713,402,"Biology, Bachelor of Science",Park University,Parkville,Undergraduate,,
46714,402,"Business Analytics, Bachelor of Science in Business Administration",Park University,Parkville,Undergraduate,,
46715,402,"Business Analytics, Undergraduate Certificate",Park University,Parkville,Undergraduate-Certificate,,
46716,402,"Chemistry, Bachelor of Science",Park University,Parkville,Undergraduate,,
46717,402,"Communication, Bachelor of Arts",Park University,Parkville,Undergraduate,,
46718,402,"Construction Management, Associate of Science",Park University,Parkville,Associate,,
46719,402,"Construction Management, Bachelor of Science",Park University,Parkville,Undergraduate,,
46720,402,"Corporate Financial Management, Bachelor of Science in Business Administration",Park University,Parkville,Undergraduate,,
46721,402,"Criminal Justice Administration, Associate of Science",Park University,Parkville,Associate,,
46722,402,"Criminal Justice Administration, Bachelor of Science",Park University,Parkville,Undergraduate,,
46723,402,"Cybersecurity, Bachelor of Science",Park University,Parkville,Undergraduate,,
46724,402,"Cybersecurity, Undergraduate Certificate",Park University,Parkville,Undergraduate-Certificate,,
46725,402,"Diversity and Social Justice, Undergraduate Certificate",Park University,Parkville,Undergraduate-Certificate,,
46726,402,"Education Studies: Early Childhood Education: Teaching Young Children, Bachelor of Science in Education",Park University,Parkville,Undergraduate,,
46727,402,"Elementary Education, Bachelor of Science in Education",Park University,Parkville,Undergraduate,,
46728,402,"English and Professional Writing, Bachelor of Arts",Park University,Parkville,Undergraduate,,
46729,402,Bachelor of Arts in English,Park University,Parkville,Undergraduate,,
46730,402,Bachelor of Arts in Fine Art,Park University,Parkville,Undergraduate,,
46731,402,Bachelor of Fine Arts in Fine Art,Park University,Parkville,Undergraduate,,
46732,402,Undergraduate Certificate in Geographical Information Systems,Park University,Parkville,Undergraduate-Certificate,,
46733,402,Bachelor of Science in Geography,Park University,Parkville,Undergraduate,,
46734,402,Bachelor of Fine Arts in Graphic Design,Park University,Parkville,Undergraduate,,
46735,402,Bachelor of Science in Health Science,Park University,Parkville,Undergraduate,,
46736,402,Bachelor of Science in Business Administration in Healthcare Administration,Park University,Parkville,Undergraduate,,
46737,402,Bachelor of Arts in History,Park University,Parkville,Undergraduate,,
46738,402,Undergraduate Certificate in Human Resource Management,Park University,Parkville,Undergraduate-Certificate,,
46739,402,Bachelor of Science in Business Administration in Human Resources,Park University,Parkville,Undergraduate,,
46740,402,Associate of Science in Information and Computer Science,Park University,Parkville,Associate,,
46741,402,Bachelor of Science in Information and Computer Science,Park University,Parkville,Undergraduate,,
46742,402,Bachelor of Science in Information Systems,Park University,Parkville,Undergraduate,,
46743,402,Bachelor of Science in Interdisciplinary Studies,Park University,Parkville,Undergraduate,,
46744,402,Bachelor of Fine Arts in Interior Design,Park University,Parkville,Undergraduate,,
46745,402,Bachelor of Science in Education in K-12 Education (Mild/Moderate Cross-Categorical Disabilities),Park University,Parkville,Undergraduate,,
46746,402,"Bachelor of Science in Education in K-12 Education, Art",Park University,Parkville,Undergraduate,,
46747,402,Associate of Arts in Liberal Education,Park University,Parkville,Associate,,
46748,402,Associate of Science in Logistics,Park University,Parkville,Associate,,
46749,402,Bachelor of Science in Business Administration in Logistics,Park University,Parkville,Undergraduate,,
46750,402,Associate of Science in Management,Park University,Parkville,Associate,,
46751,402,Bachelor of Science in Business Administration in Management,Park University,Parkville,Undergraduate,,
46752,402,Bachelor of Science in Business Administration in Marketing,Park University,Parkville,Undergraduate,,
46753,402,Bachelor of Science in Mathematics,Park University,Parkville,Undergraduate,,
46754,402,Bachelor of Science in Education in Middle School Education,Park University,Parkville,Undergraduate,,
46755,402,Bachelor of Science in Military History,Park University,Parkville,Undergraduate,,
46756,402,Bachelor of Science in Nursing (Pre-Licensure),Park University,Parkville,Undergraduate,,
46757,402,Bachelor of Arts in Organizational Communication,Park University,Parkville,Undergraduate,,
46758,402,Bachelor of Science in Business Administration in Personal Financial Planning,Park University,Parkville,Undergraduate,,
46759,402,"Political Science, Bachelor of Arts",Park University,Parkville,Undergraduate,,
46760,402,"Project Management, Bachelor of Science in Business Administration",Park University,Parkville,Undergraduate,,
46761,402,"Psychology, Bachelor of Arts",Park University,Parkville,Undergraduate,,
46762,402,"Public Administration, Bachelor of Public Administration",Park University,Parkville,Undergraduate,,
46763,402,"Secondary Education, Bachelor of Science in Education",Park University,Parkville,Undergraduate,,
46764,402,"Social Work, Bachelor of Social Work",Park University,Parkville,Undergraduate,,
46765,402,"Sociology, Bachelor of Arts",Park University,Parkville,Undergraduate,,
46766,402,"Sport and Exercise Science, Bachelor of Science",Park University,Parkville,Undergraduate,,
46767,402,"Tactical Strength & Conditioning, Associate of Science",Park University,Parkville,Associate,,
46768,403,Master of Science in Biomedical Sciences,University of Wyoming,Laramie,Graduate,,
46769,403,Doctor of Philosophy in Biomedical Sciences,University of Wyoming,Laramie,Doctoral,,
46770,403,Master of Science in Ecology and Evolution,University of Wyoming,Laramie,Graduate,,
46771,403,Doctor of Philosophy in Ecology and Evolution,University of Wyoming,Laramie,Doctoral,,
46772,403,Master of Science in Hydrologic Sciences and Water Resources,University of Wyoming,Laramie,Graduate,,
46773,403,Doctor of Philosophy in Hydrologic Sciences and Water Resources,University of Wyoming,Laramie,Doctoral,,
46774,403,Master of Science in Molecular and Cellular Life Sciences,University of Wyoming,Laramie,Graduate,,
46775,403,Doctor of Philosophy in Molecular and Cellular Life Sciences,University of Wyoming,Laramie,Doctoral,,
46776,403,Master of Science in Neuroscience,University of Wyoming,Laramie,Graduate,,
46777,403,Doctor of Philosophy in Neuroscience,University of Wyoming,Laramie,Doctoral,,
46778,403,Master of Science in Accounting,University of Wyoming,Laramie,Graduate,,
46779,403,Master of Science in Finance,University of Wyoming,Laramie,Graduate,,
46780,403,Master of Science in Financial Economics,University of Wyoming,Laramie,Graduate,,
46781,403,Master of Science in Economics,University of Wyoming,Laramie,Graduate,,
46782,403,Doctor of Philosophy in Economics,University of Wyoming,Laramie,Doctoral,,
46783,403,Doctor of Philosophy in Marketing,University of Wyoming,Laramie,Doctoral,,
46784,403,Master of Arts in Education,University of Wyoming,Laramie,Graduate,,
46785,403,Master of Science in Education,University of Wyoming,Laramie,Graduate,,
46786,403,Doctor of Philosophy in Counselor Education and Supervision,University of Wyoming,Laramie,Doctoral,,
46787,403,Doctor of Philosophy in Education,University of Wyoming,Laramie,Doctoral,,
46788,403,Doctor of Education,University of Wyoming,Laramie,Doctoral,,
46789,403,Master of Science in Chemical Engineering,University of Wyoming,Laramie,Graduate,,
46790,403,Doctor of Philosophy in Chemical Engineering,University of Wyoming,Laramie,Doctoral,,
46791,403,Master of Science in Civil Engineering,University of Wyoming,Laramie,Graduate,,
46792,403,Doctor of Philosophy in Civil Engineering,University of Wyoming,Laramie,Doctoral,,
46793,403,Master of Science in Electrical Engineering,University of Wyoming,Laramie,Graduate,,
46794,403,Doctor of Philosophy in Electrical Engineering,University of Wyoming,Laramie,Doctoral,,
46795,403,Master of Science in Mechanical Engineering,University of Wyoming,Laramie,Graduate,,
46796,403,Doctor of Philosophy in Mechanical Engineering,University of Wyoming,Laramie,Doctoral,,
46797,403,Master of Science in Petroleum Engineering,University of Wyoming,Laramie,Graduate,,
46798,403,Doctor of Philosophy in Petroleum Engineering,University of Wyoming,Laramie,Doctoral,,
46799,403,Master of Science in Chemistry,University of Wyoming,Laramie,Graduate,,
46800,403,Doctor of Philosophy in Chemistry,University of Wyoming,Laramie,Doctoral,,
46801,403,Master of Science in Physics,University of Wyoming,Laramie,Graduate,,
46802,403,Doctor of Philosophy in Physics,University of Wyoming,Laramie,Doctoral,,
46803,403,Master of Science in Geology,University of Wyoming,Laramie,Graduate,,
46804,403,Doctor of Philosophy in Geology,University of Wyoming,Laramie,Doctoral,,
46805,403,Master of Science in Mathematics,University of Wyoming,Laramie,Graduate,,
46806,403,Doctor of Philosophy in Mathematics,University of Wyoming,Laramie,Doctoral,,
46807,403,Master of Science in Computer Science,University of Wyoming,Laramie,Graduate,,
46808,403,Doctor of Philosophy in Computer Science,University of Wyoming,Laramie,Doctoral,,
46809,403,Juris Doctor/Master of Arts in Environment and Natural Resources,University of Wyoming,Laramie,Doctoral,,
46810,403,"Graduate Certificate in Energy, Environmental and Natural Resource Law",University of Wyoming,Laramie,Graduate-Certificate,,
46811,403,"Master of Science in Environment, Natural Resources and Society",University of Wyoming,Laramie,Graduate,,
46812,403,Graduate Certificate in Collaborative Practice,University of Wyoming,Laramie,Graduate-Certificate,,
46813,403,"Graduate Certificate in Environment, Natural Resources Law & Policy",University of Wyoming,Laramie,Graduate-Certificate,,
46814,403,Master of Science in Geospatial Information Science,University of Wyoming,Laramie,Graduate,,
46815,403,Bachelor of Science in Accounting,University of Wyoming,Laramie,Undergraduate,,
46816,403,Bachelor of Arts in African American and Diaspora Studies,University of Wyoming,Laramie,Associate,,
46817,403,Bachelor of Science in Agricultural Business,University of Wyoming,Laramie,Undergraduate,,
46818,403,Bachelor of Science in Agricultural Communication,University of Wyoming,Laramie,Undergraduate,,
46819,403,Bachelor of Arts in Agricultural Education,University of Wyoming,Laramie,Undergraduate,,
46820,403,Bachelor of Science in Agroecology,University of Wyoming,Laramie,Undergraduate,,
46821,403,Bachelor of Science in Animal and Veterinary Science,University of Wyoming,Laramie,Undergraduate,,
46822,403,Bachelor of Arts in Anthropology,University of Wyoming,Laramie,Undergraduate,,
46823,403,Minor in Anthropology,University of Wyoming,Laramie,Undergraduate,,
46824,403,Minor in Apparel Design,University of Wyoming,Laramie,Undergraduate,,
46825,403,Bachelor of Science in Architectural Engineering,University of Wyoming,Laramie,Undergraduate,,
46826,403,Bachelor of Arts in Art,University of Wyoming,Laramie,Undergraduate,,
46827,403,Bachelor of Fine Arts in Art,University of Wyoming,Laramie,Undergraduate,,
46828,403,Bachelor of Arts in Art Education,University of Wyoming,Laramie,Undergraduate,,
46829,403,Minor in Art History,University of Wyoming,Laramie,Undergraduate,,
46830,403,Minor in Art,University of Wyoming,Laramie,Undergraduate,,
46831,403,Bachelor of Science in Astronomy and Astrophysics,University of Wyoming,Laramie,Associate,,
46832,403,Minor in Astronomy,University of Wyoming,Laramie,Associate,,
46833,403,Bachelor of Science in Biology,University of Wyoming,Laramie,Undergraduate,,
46834,403,Minor in Biology,University of Wyoming,Laramie,Undergraduate,,
46835,403,Bachelor of Science in Botany,University of Wyoming,Laramie,Undergraduate,,
46836,403,Minor in Botany,University of Wyoming,Laramie,Undergraduate,,
46837,403,Bachelor of Science in Business Economics,University of Wyoming,Laramie,Undergraduate,,
46838,403,Bachelor of Science in Chemical Engineering,University of Wyoming,Laramie,Undergraduate,,
46839,403,Bachelor of Science in Chemistry,University of Wyoming,Laramie,Undergraduate,,
46840,403,Minor in Chemistry,University of Wyoming,Laramie,Undergraduate,,
46841,403,Bachelor of Science in Civil Engineering,University of Wyoming,Laramie,Undergraduate,,
46842,403,Bachelor of Arts in Communication,University of Wyoming,Laramie,Undergraduate,,
46843,403,Bachelor of Science in Communication,University of Wyoming,Laramie,Undergraduate,,
46844,403,Minor in Communication,University of Wyoming,Laramie,Undergraduate,,
46845,403,Bachelor of Science in Computer Engineering,University of Wyoming,Laramie,Undergraduate,,
46846,403,Bachelor of Science in Computer Science,University of Wyoming,Laramie,Undergraduate,,
46847,403,Minor in Computer Science,University of Wyoming,Laramie,Undergraduate,,
46848,403,Bachelor of Science in Construction Management,University of Wyoming,Laramie,Undergraduate,,
46849,403,Bachelor of Arts in Criminal Justice,University of Wyoming,Laramie,Undergraduate,,
46850,403,Minor in Criminal Justice,University of Wyoming,Laramie,Undergraduate,,
46851,403,"Bachelor of Science in Design, Merchandising and Textiles",University of Wyoming,Laramie,Undergraduate,,
46852,403,Bachelor of Science in Economics,University of Wyoming,Laramie,Undergraduate,,
46853,403,Bachelor of Science in Electrical Engineering,University of Wyoming,Laramie,Undergraduate,,
46854,403,Bachelor of Arts in Elementary Education,University of Wyoming,Laramie,Undergraduate,,
46855,403,Bachelor of Science in Energy Systems Engineering,University of Wyoming,Laramie,Undergraduate,,
46856,403,Bachelor of Arts in English,University of Wyoming,Laramie,Undergraduate,,
46857,403,Minor in English,University of Wyoming,Laramie,Undergraduate,,
46858,403,Bachelor of Science in Entrepreneurship,University of Wyoming,Laramie,Undergraduate,,
46859,403,Minor in Entrepreneurship,University of Wyoming,Laramie,Undergraduate,,
46860,403,Bachelor of Science in Environmental and Natural Resources,University of Wyoming,Laramie,Undergraduate,,
46861,403,Bachelor of Science in Environmental Systems Science,University of Wyoming,Laramie,Undergraduate,,
46862,403,Minor in Equine Science,University of Wyoming,Laramie,Undergraduate,,
46863,403,Bachelor of Science in Family and Consumer Sciences,University of Wyoming,Laramie,Undergraduate,,
46864,403,Bachelor of Science in Finance,University of Wyoming,Laramie,Undergraduate,,
46865,403,Minor in Forest Resources,University of Wyoming,Laramie,Undergraduate,,
46866,403,Bachelor of Arts in French,University of Wyoming,Laramie,Undergraduate,,
46867,403,Minor in French,University of Wyoming,Laramie,Undergraduate,,
46868,403,Bachelor of Arts in General Studies,University of Wyoming,Laramie,Undergraduate,,
46869,403,Bachelor of Arts in Geography,University of Wyoming,Laramie,Undergraduate,,
46870,403,Minor in Geography,University of Wyoming,Laramie,Undergraduate,,
46871,403,Bachelor of Science in Geology,University of Wyoming,Laramie,Undergraduate,,
46872,403,Minor in Geology,University of Wyoming,Laramie,Undergraduate,,
